Wavenumber (cm-1),Transmittance (%)
2016.436489,76.90965181
2016.436489,76.28606388
2008.857714,85.17158605
2011.383972,84.39230308
2011.383972,83.76871515
2011.383972,83.14512722
2011.383972,82.52153929
2011.383972,81.89795136
2011.383972,81.27436343
2003.805198,87.35373992
2006.331456,86.57445695
2006.331456,85.95086902
1998.752682,88.28871794
1988.64765,88.91149811
1978.542617,89.84607225
1981.068875,89.22268626
1968.437585,90.78064638
1970.963843,90.15726039
1958.332553,91.40342656
1948.22752,91.94825824
1938.122488,92.02539897
1928.017455,91.94664273
1917.912423,91.634041
1907.807391,91.1655423
1897.702358,90.85294058
1887.597326,90.38444188
1877.492294,89.83799468
1867.387261,89.213599
1859.808487,88.74530223
1857.282229,88.19946086
1849.703455,87.80911258
1847.177196,87.26327121
1844.650938,86.56153285
1839.598422,85.93754104
1837.072164,85.15785419
1834.545906,84.53406432
1829.49339,84.0659695
1829.49339,83.44238157
1829.49339,82.81879364
1829.49339,82.35110269
1824.440874,81.88300787
1824.440874,81.25941994
1821.914616,80.47973309
1819.388357,79.70004624
1819.388357,79.07645831
1819.388357,78.45287038
1819.388357,77.82928245
1814.335841,77.20529064
1814.335841,76.58170272
1814.335841,75.95811479
1814.335841,75.33452686
1809.283325,74.71053505
1809.283325,74.08694712
1809.283325,73.46335919
1809.283325,72.83977126
1809.283325,72.21618334
1809.283325,71.59259541
1809.283325,70.96900748
1809.283325,70.50131653
1804.230809,70.03322171
1804.230809,69.40963378
1804.230809,68.78604585
1804.230809,68.16245792
1804.230809,67.53886999
1804.230809,66.91528206
1804.230809,66.29169413
1804.230809,65.6681062
1804.230809,65.04451827
1799.178293,64.42052647
1799.178293,63.79693854
1799.178293,63.17335061
1799.178293,62.54976268
1799.178293,61.92617475
1799.178293,61.30258682
1799.178293,60.67899889
1799.178293,60.05541096
1799.178293,59.43182304
1799.178293,58.80823511
1799.178293,58.18464718
1799.178293,57.71695623
1794.125776,57.24886141
1794.125776,56.62527348
1794.125776,56.00168555
1794.125776,55.37809762
1794.125776,54.75450969
1794.125776,54.13092176
1794.125776,53.50733383
1794.125776,52.8837459
1794.125776,52.26015797
1794.125776,51.63657005
1794.125776,51.01298212
1794.125776,50.38939419
1794.125776,49.76580626
1794.125776,49.14221833
1794.125776,48.5186304
1794.125776,47.89504247
1794.125776,47.27145454
1789.07326,46.64746274
1789.07326,46.02387481
1789.07326,45.40028688
1789.07326,44.77669895
1789.07326,44.15311102
1789.07326,43.52952309
1789.07326,42.90593516
